Truck,Weight,Lightweight,Heavyweight,Tons12,Tons18,Tons23,Tons40,Type,Semitrailer,Tank,Flatbed,Dumper,Engine,KW160,KW280,KW400,Cabin,HighRoof,SleeperCabin,Bed1,Beds2,Axles,Count,Axles2,MultipleRearAxles,Axles3,Axles4,AdditionalSteeringAxle,Drivetrain,DrivenAxle1,DrivenAxles2,DrivenAxles3
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False
True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False
True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False
True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,True,True,False,False,True
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,True,True,False,False,True
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,True,False
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,True,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,True,False
True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,True,False
True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False
True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False
True,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False
True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False
True,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,True,True,True,False,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False
True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,False,True,False,True,False
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False
True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False
True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,False
True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,True,False
True,True,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,False
True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,False
True,True,False,True,False,False,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,False
True,True,False,True,False,False,True,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False
True,True,False,True,False,False,True,False,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,True,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,True,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,True,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,True,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,True,False,True,True,False,False,True,True,False,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,True,True,False,True,True,False,True,True,False,False,True,True,False,False
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,False,True,True,False,True,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False
True,True,True,False,False,True,False,False,True,False,False,True,True,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False
True,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False
True,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,True,True,False,True,False,True,False,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False
True,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,False,True,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,True,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,False,False,True
True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,False,True,True,False,False,True,False,False,True
True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,False,False,True
True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,True,False,False
True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,False,False,True
True,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,True,False,False,True
True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,False,True,False,False,True
True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,False,True,True,False,False,True
True,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,True,True,False,False,True
True,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True
True,True,False,True,False,False,True,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True
True,True,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True
